Location,Ant_ID,Ant_ID_(partner),start_time,end_time,,,,,,,,,,,,,,,,,,,,,
1,564,722,29,40,,,,,,,,,,,,,,,,,,,,,
1,722,564,29,40,,,,,,,,,,,,,,,,,,,,,
1,723,822,30,47,,,,,,,,,,,,,,,,,,,,,
1,822,723,30,47,,,,,,,,,,,,,,,,,,,,,
1,418,755,78,146,,,,,,,,,,,,,,,,,,,,,
1,755,418,78,146,,,,,,,,,,,,,,,,,,,,,
1,418,480,163,489,,,,,,,,,,,,,,,,,,,,,
1,480,418,163,489,,,,,,,,,,,,,,,,,,,,,
1,419,822,217,224,,,,,,,,,,,,,,,,,,,,,
1,822,419,217,224,,,,,,,,,,,,,,,,,,,,,
1,419,822,244,263,,,,,,,,,,,,,,,,,,,,,
1,822,419,244,263,,,,,,,,,,,,,,,,,,,,,
1,723,822,277,340,,,,,,,,,,,,,,,,,,,,,
1,822,723,277,340,,,,,,,,,,,,,,,,,,,,,
1,726,754,297,498,,,,,,,,,,,,,,,,,,,,,
1,754,726,297,498,,,,,,,,,,,,,,,,,,,,,
1,539,693,303,315,,,,,,,,,,,,,,,,,,,,,
1,693,539,303,315,,,,,,,,,,,,,,,,,,,,,
1,539,755,329,385,,,,,,,,,,,,,,,,,,,,,
1,755,539,329,385,,,,,,,,,,,,,,,,,,,,,
1,723,822,342,395,,,,,,,,,,,,,,,,,,,,,
1,822,723,342,395,,,,,,,,,,,,,,,,,,,,,
1,539,693,389,591,,,,,,,,,,,,,,,,,,,,,
1,693,539,389,591,,,,,,,,,,,,,,,,,,,,,
1,419,723,432,515,,,,,,,,,,,,,,,,,,,,,
1,723,419,432,515,,,,,,,,,,,,,,,,,,,,,
1,726,754,504,594,,,,,,,,,,,,,,,,,,,,,
1,754,726,504,594,,,,,,,,,,,,,,,,,,,,,
1,418,480,542,744,,,,,,,,,,,,,,,,,,,,,
1,480,418,542,744,,,,,,,,,,,,,,,,,,,,,
1,726,754,604,647,,,,,,,,,,,,,,,,,,,,,
1,754,726,604,647,,,,,,,,,,,,,,,,,,,,,
1,693,726,668,694,,,,,,,,,,,,,,,,,,,,,
1,726,693,668,694,,,,,,,,,,,,,,,,,,,,,
1,754,787,688,732,,,,,,,,,,,,,,,,,,,,,
1,787,754,688,732,,,,,,,,,,,,,,,,,,,,,
1,693,726,719,731,,,,,,,,,,,,,,,,,,,,,
1,726,693,719,731,,,,,,,,,,,,,,,,,,,,,
1,732,823,725,1026,,,,,,,,,,,,,,,,,,,,,
1,823,732,725,1026,,,,,,,,,,,,,,,,,,,,,
1,787,754,740,748,,,,,,,,,,,,,,,,,,,,,
1,754,787,740,748,,,,,,,,,,,,,,,,,,,,,
1,693,726,743,747,,,,,,,,,,,,,,,,,,,,,
1,726,693,743,747,,,,,,,,,,,,,,,,,,,,,
1,494,693,756,806,,,,,,,,,,,,,,,,,,,,,
1,693,494,756,806,,,,,,,,,,,,,,,,,,,,,
1,661,q,767,826,,,,,,,,,,,,,,,,,,,,,
1,q,661,767,826,,,,,,,,,,,,,,,,,,,,,
1,703,458,795,880,,,,,,,,,,,,,,,,,,,,,
1,458,703,795,880,,,,,,,,,,,,,,,,,,,,,
1,693,726,822,967,,,,,,,,,,,,,,,,,,,,,
1,726,693,822,967,,,,,,,,,,,,,,,,,,,,,
1,564,529,836,1159,,,,,,,,,,,,,,,,,,,,,
1,529,564,836,1159,,,,,,,,,,,,,,,,,,,,,
1,491,666,869,882,,,,,,,,,,,,,,,,,,,,,
1,666,491,869,882,,,,,,,,,,,,,,,,,,,,,
1,533,666,905,990,,,,,,,,,,,,,,,,,,,,,
1,666,533,905,990,,,,,,,,,,,,,,,,,,,,,
1,494,q,938,948,,,,,,,,,,,,,,,,,,,,,
1,q,494,938,948,,,,,,,,,,,,,,,,,,,,,
1,664,q,962,974,,,,,,,,,,,,,,,,,,,,,
1,q,664,962,974,,,,,,,,,,,,,,,,,,,,,
1,693,726,977,1126,,,,,,,,,,,,,,,,,,,,,
1,726,693,977,1126,,,,,,,,,,,,,,,,,,,,,
1,494,q,1007,1036,,,,,,,,,,,,,,,,,,,,,
1,q,494,1007,1036,,,,,,,,,,,,,,,,,,,,,
1,755,818,1017,1019,,,,,,,,,,,,,,,,,,,,,
1,818,755,1017,1019,,,,,,,,,,,,,,,,,,,,,
1,755,818,1020,1048,,,,,,,,,,,,,,,,,,,,,
1,818,755,1020,1048,,,,,,,,,,,,,,,,,,,,,
1,761,564,1029,1037,,,,,,,,,,,,,,,,,,,,,
1,761,529,1029,1037,,,,,,,,,,,,,,,,,,,,,
1,564,761,1029,1037,,,,,,,,,,,,,,,,,,,,,
1,529,761,1029,1037,,,,,,,,,,,,,,,,,,,,,
1,761,564,1044,1049,,,,,,,,,,,,,,,,,,,,,
1,761,529,1044,1049,,,,,,,,,,,,,,,,,,,,,
1,564,761,1044,1049,,,,,,,,,,,,,,,,,,,,,
1,529,761,1044,1049,,,,,,,,,,,,,,,,,,,,,
1,480,755,1068,1100,,,,,,,,,,,,,,,,,,,,,
1,755,480,1068,1100,,,,,,,,,,,,,,,,,,,,,
1,795,722,1072,1087,,,,,,,,,,,,,,,,,,,,,
1,722,795,1072,1087,,,,,,,,,,,,,,,,,,,,,
1,795,729,1099,1114,,,,,,,,,,,,,,,,,,,,,
1,729,795,1099,1114,,,,,,,,,,,,,,,,,,,,,
1,491,666,1181,1222,,,,,,,,,,,,,,,,,,,,,
1,666,491,1181,1222,,,,,,,,,,,,,,,,,,,,,
1,693,418,1192,1287,,,,,,,,,,,,,,,,,,,,,
1,418,693,1192,1287,,,,,,,,,,,,,,,,,,,,,
1,722,666,1234,1280,,,,,,,,,,,,,,,,,,,,,
1,666,722,1234,1280,,,,,,,,,,,,,,,,,,,,,
1,722,666,1288,1296,,,,,,,,,,,,,,,,,,,,,
1,666,722,1288,1296,,,,,,,,,,,,,,,,,,,,,
1,564,666,1302,1311,,,,,,,,,,,,,,,,,,,,,
1,666,564,1302,1311,,,,,,,,,,,,,,,,,,,,,
1,491,594,1328,1333,,,,,,,,,,,,,,,,,,,,,
1,594,491,1328,1333,,,,,,,,,,,,,,,,,,,,,
1,481,564,1405,1450,,,,,,,,,,,,,,,,,,,,,
1,564,481,1405,1450,,,,,,,,,,,,,,,,,,,,,
1,795,481,1493,1498,,,,,,,,,,,,,,,,,,,,,
1,481,795,1493,1498,,,,,,,,,,,,,,,,,,,,,
1,723,693,1498,1608,,,,,,,,,,,,,,,,,,,,,
1,693,723,1498,1608,,,,,,,,,,,,,,,,,,,,,
1,491,594,1509,1674,,,,,,,,,,,,,,,,,,,,,
1,594,491,1509,1674,,,,,,,,,,,,,,,,,,,,,
1,481,564,1512,1561,,,,,,,,,,,,,,,,,,,,,
1,564,481,1512,1561,,,,,,,,,,,,,,,,,,,,,
1,818,822,1537,1640,,,,,,,,,,,,,,,,,,,,,
1,822,818,1537,1640,,,,,,,,,,,,,,,,,,,,,
1,528,631,1605,1611,,,,,,,,,,,,,,,,,,,,,
1,631,528,1605,1611,,,,,,,,,,,,,,,,,,,,,
1,787,418,1621,1731,,,,,,,,,,,,,,,,,,,,,
1,418,787,1621,1731,,,,,,,,,,,,,,,,,,,,,
1,723,693,1630,1636,,,,,,,,,,,,,,,,,,,,,
1,693,723,1630,1636,,,,,,,,,,,,,,,,,,,,,
1,491,481,1734,1851,,,,,,,,,,,,,,,,,,,,,
1,481,491,1734,1851,,,,,,,,,,,,,,,,,,,,,
1,787,418,1740,1801,,,,,,,,,,,,,,,,,,,,,
1,418,787,1740,1801,,,,,,,,,,,,,,,,,,,,,
1,564,664,1757,1762,,,,,,,,,,,,,,,,,,,,,
1,664,564,1757,1762,,,,,,,,,,,,,,,,,,,,,
1,754,424,1769,1772,,,,,,,,,,,,,,,,,,,,,
1,424,754,1769,1772,,,,,,,,,,,,,,,,,,,,,
1,754,424,1773,2093,,,,,,,,,,,,,,,,,,,,,
1,424,754,1773,2093,,,,,,,,,,,,,,,,,,,,,
1,533,539,1787,1904,,,,,,,,,,,,,,,,,,,,,
1,539,533,1787,1904,,,,,,,,,,,,,,,,,,,,,
1,723,787,1830,1996,,,,,,,,,,,,,,,,,,,,,
1,787,723,1830,1996,,,,,,,,,,,,,,,,,,,,,
1,491,481,1859,1874,,,,,,,,,,,,,,,,,,,,,
1,481,491,1859,1874,,,,,,,,,,,,,,,,,,,,,
1,481,564,1957,1960,,,,,,,,,,,,,,,,,,,,,
1,564,481,1957,1960,,,,,,,,,,,,,,,,,,,,,
1,481,539,1964,1976,,,,,,,,,,,,,,,,,,,,,
1,539,481,1964,1976,,,,,,,,,,,,,,,,,,,,,
1,732,823,1967,2009,,,,,,,,,,,,,,,,,,,,,
1,823,732,1967,2009,,,,,,,,,,,,,,,,,,,,,
1,q,693,2036,2050,,,,,,,,,,,,,,,,,,,,,
1,693,q,2036,2050,,,,,,,,,,,,,,,,,,,,,
1,481,480,2049,2114,,,,,,,,,,,,,,,,,,,,,
1,480,481,2049,2114,,,,,,,,,,,,,,,,,,,,,
1,q,755,2052,2055,,,,,,,,,,,,,,,,,,,,,
1,755,q,2052,2055,,,,,,,,,,,,,,,,,,,,,
1,448,788,2060,2089,,,,,,,,,,,,,,,,,,,,,
1,788,448,2060,2089,,,,,,,,,,,,,,,,,,,,,
1,723,787,2065,2268,,,,,,,,,,,,,,,,,,,,,
1,787,723,2065,2268,,,,,,,,,,,,,,,,,,,,,
1,533,732,2126,2135,,,,,,,,,,,,,,,,,,,,,
1,732,533,2126,2135,,,,,,,,,,,,,,,,,,,,,
1,448,481,2140,2152,,,,,,,,,,,,,,,,,,,,,
1,481,448,2140,2152,,,,,,,,,,,,,,,,,,,,,
